city_name,location
canberra-act,2602-downer
canberra-act,2611-duffy
canberra-act,2615-dunlop
canberra-act,2600-russell
canberra-act,2903-wanniassa
canberra-act,2617-evatt
canberra-act,2904-fadden
canberra-act,2607-farrer
canberra-act,2611-fisher
canberra-act,2615-florey
canberra-act,2615-flynn
canberra-act,2914-forde
canberra-act,2603-forrest
canberra-act,2913-franklin
canberra-act,2615-fraser
canberra-act,2609-fyshwick
canberra-act,2605-garran
canberra-act,2905-gilmore
canberra-act,2617-giralang
canberra-act,2906-gordon
canberra-act,2904-gowrie
canberra-act,2620-the-ridgeway
canberra-act,2603-griffith
canberra-act,2912-gungahlin
canberra-act,2602-hackett
canberra-act,2618-hall
canberra-act,2914-harrison
canberra-act,2614-hawker
canberra-act,2615-higgins
canberra-act,2611-holder
canberra-act,2615-holt
canberra-act,2605-hughes
canberra-act,2620-hume
canberra-act,2607-isaacs
canberra-act,2614-macquarie
canberra-act,2914-jacka
canberra-act,2617-kaleen
canberra-act,2902-kambah
illawarra-south-coast,2615-latham
canberra-act,2620-act-remainder---kowen
canberra-act,2617-lawson
canberra-act,2602-lyneham
canberra-act,2606-lyons
canberra-act,2904-macarthur
canberra-act,2615-macgregor
canberra-act,2609-act-remainder---majura
canberra-act,2607-mawson
canberra-act,2617-mckellar
canberra-act,2615-melba
canberra-act,2911-mitchell
canberra-act,2904-monash
canberra-act,2914-moncrieff
canberra-act,2604-narrabundah
canberra-act,2913-ngunnawal
canberra-act,2913-nicholls
canberra-act,2602-oconnor
canberra-act,2606-omalley
canberra-act,2620-oaks-estate
canberra-act,2903-oxley
canberra-act,2614-page
canberra-act,2913-palmerston
canberra-act,2600-parkes
canberra-act,2607-pearce
canberra-act,2606-phillip
canberra-act,2609-pialligo
canberra-act,2620-queanbeyan-west
canberra-act,2603-red-hill
canberra-act,2612-reid
canberra-act,2905-richardson
canberra-act,2611-rivett
canberra-act,2614-scullin
canberra-act,2615-spence
canberra-act,2611-stirling
canberra-act,2609-symonston
canberra-act,2620-tharwa
canberra-act,2620-act-remainder---paddys-river
canberra-act,2607-torrens
canberra-act,2612-turner
regional,2611-uriarra
canberra-act,2611-waramanga
canberra-act,2602-watson
canberra-act,2614-weetangera
canberra-act,2611-weston
canberra-act,2611-wright
south-eastern,4211-advancetown
south-eastern,4214-arundel
south-eastern,4214-ashmore
south-eastern,4215-southport
south-eastern,4207-bannockburn
south-eastern,4285-beaudesert
south-eastern,4211-beechmont
south-eastern,4207-belivah
south-eastern,4217-benowa
south-eastern,4216-biggera-waters
south-eastern,4225-bilinga
south-eastern,4211-binna-burra
south-eastern,4285-birnam
south-eastern,4213-bonogin
south-eastern,4275-boyland
south-eastern,4218-broadbeach
south-eastern,4285-bromelton
south-eastern,4217-bundall
south-eastern,4220-burleigh-heads
south-eastern,4220-burleigh-waters
south-eastern,4275-canungra
south-eastern,4211-carrara
south-eastern,4207-cedar-creek
south-eastern,4285-cedar-grove
south-eastern,4285-cedar-vale
south-eastern,4217-surfers-paradise
south-eastern,4211-clagiraba
south-eastern,4226-clear-island-waters
south-eastern,4225-coolangatta
south-eastern,4216-coombabah
south-eastern,4209-coomera
south-eastern,4285-cryna
south-eastern,4223-currumbin
south-eastern,4223-currumbin-valley
south-eastern,4223-currumbin-waters
south-eastern,4272-tamborine-mountain
south-eastern,4221-elanora
south-eastern,4211-gaven
south-eastern,4208-gilberton
south-eastern,4211-gilston
south-eastern,4285-gleneagle
south-eastern,4210-guanaba
south-eastern,4211-highland-park
south-eastern,4216-hollywell
south-eastern,4208-jacobs-well
south-eastern,4280-jimboomba
south-eastern,4285-josephville
south-eastern,4285-kagaru
south-eastern,4285-kerry
south-eastern,4208-kingsholme
south-eastern,4215-labrador
south-eastern,4207-logan-village
south-eastern,4211-lower-beechmont
south-eastern,4207-luscombe
south-eastern,4217-main-beach
south-eastern,4210-maudsland
south-eastern,4218-mermaid-beach
south-eastern,4218-mermaid-waters
south-eastern,4226-merrimac
south-eastern,4220-miami
south-eastern,4214-molendinar
south-eastern,4211-mount-nathan
south-eastern,4285-mundoolun
south-eastern,4211-natural-bridge
south-eastern,4211-nerang
south-eastern,4285-nindooinbah
south-eastern,4208-norwell
south-eastern,4211-numinbah-valley
south-eastern,oaky-creek
south-eastern,4208-ormeau
south-eastern,4208-ormeau-hills
south-eastern,4210-oxenford
south-eastern,4211-pacific-pines
south-eastern,4221-palm-beach
south-eastern,4216-paradise-point
south-eastern,4214-parkwood
south-eastern,4209-pimpama
south-eastern,4227-reedy-creek
south-eastern,4216-runaway-bay
south-eastern,4216-south-stradbroke
south-eastern,4211-southern-lamington
south-eastern,4207-stapylton
south-eastern,4207-steiglitz
south-eastern,4285-tabragalba
south-eastern,4213-tallai
south-eastern,4228-tallebudgera
south-eastern,4228-tallebudgera-valley
south-eastern,4270-tamborine
south-eastern,4224-tugun
south-eastern,4285-undullah
south-eastern,4209-upper-coomera
south-eastern,4227-varsity-lakes
south-eastern,4285-veresdale
south-eastern,4285-veresdale-scrub
south-eastern,4209-willow-vale
south-eastern,4207-windaroo
south-eastern,4275-witheren
south-eastern,4207-wolffdene
south-eastern,4210-wongawallan
south-eastern,4285-woodhill
south-eastern,4207-woongoolba
south-eastern,4213-worongary
south-eastern,4207-yarrabilba
south-eastern,4207-yatala
hobart-tas,7170-acton-park
hobart-tas,7050-kingston
regional-tas,7011-austins-ferry
hobart-tas,7004-battery-point
hobart-tas,7018-bellerive
hobart-tas,7011-berriedale
hobart-tas,7052-blackmans-bay
hobart-tas,7053-bonnet-hill
hobart-tas,7170-cambridge
hobart-tas,7173-carlton
hobart-tas,7173-carlton-river
hobart-tas,7011-chigwell
regional-tas,7011-claremont
hobart-tas,7019-clarendon-vale
hobart-tas,7008-lenah-valley
hobart-tas,7009-derwent-park
hobart-tas,7173-dodges-ferry
hobart-tas,7010-dowsing-point
hobart-tas,7005-dynnyrne
hobart-tas,7010-glenorchy
hobart-tas,7015-lindisfarne
hobart-tas,7173-forcett
hobart-tas,7015-geilston-bay
hobart-tas,7000-glebe
hobart-tas,7010-goodwood
regional-tas,7030-granton
regional-tas,7000-hobart
hobart-tas,7018-howrah
hobart-tas,7050-kingston-beach
hobart-tas,7173-lewisham
regional-tas,7005-sandy-bay
hobart-tas,7009-lutana
hobart-tas,7054-margate
hobart-tas,7171-midway-point
hobart-tas,7018-montagu-bay
hobart-tas,7010-montrose
regional-tas,7009-moonah
hobart-tas,7018-mornington
hobart-tas,7007-mount-nelson
hobart-tas,7000-mount-stuart
hobart-tas,7008-new-town
hobart-tas,7000-north-hobart
hobart-tas,7019-oakdowns
hobart-tas,7171-penna
hobart-tas,7000-queens-domain
hobart-tas,7025-richmond
hobart-tas,7054-ridgeway
hobart-tas,7019-rokeby
hobart-tas,7015-rose-bay
hobart-tas,7010-rosetta
hobart-tas,7018-rosny
hobart-tas,7018-rosny-park
hobart-tas,7170-seven-mile-beach
hobart-tas,7172-sorell
hobart-tas,7004-south-hobart
hobart-tas,7053-taroona
hobart-tas,7007-tolmans-hill
hobart-tas,7018-tranmere
hobart-tas,7018-warrane
hobart-tas,7000-west-hobart
hobart-tas,7009-west-moonah
melbourne-vic,3101-abbotsford
melbourne-vic,3040-aberfeldie
melbourne-vic,3042-airport-west
melbourne-vic,3030-cocoroc
melbourne-vic,3021-albanvale
melbourne-vic,3206-albert-park
melbourne-vic,3020-albion
melbourne-vic,3078-alphington
melbourne-vic,3018-altona
melbourne-vic,3025-altona-north
melbourne-vic,3028-altona-meadows
melbourne-vic,3213-anakie
south-eastern-vic,3995-archies-creek
melbourne-vic,3022-ardeer
melbourne-vic,3143-armadale
melbourne-vic,3217-armstrong-creek
melbourne-vic,3099-arthurs-creek
melbourne-vic,3936-arthurs-seat
melbourne-vic,3032-ascot-vale
melbourne-vic,3147-ashburton
melbourne-vic,3147-ashwood
melbourne-vic,3195-aspendale
melbourne-vic,3195-aspendale-gardens
melbourne-vic,3049-attwood
melbourne-vic,3123-hawthorn-east
melbourne-vic,3122-hawthorn
melbourne-vic,3212-avalon
melbourne-vic,3034-avondale-heights
melbourne-vic,3782-avonsleigh
melbourne-vic,3340-bacchus-marsh
melbourne-vic,3777-badger-creek
melbourne-vic,3183-balaclava
south-western,3352-addington
melbourne-vic,3926-balnarring
melbourne-vic,3926-balnarring-beach
melbourne-vic,3103-balwyn
melbourne-vic,3104-balwyn-north
melbourne-vic,3175-bangholme
melbourne-vic,3084-viewbank
south-western,3221-barrabool
melbourne-vic,3227-barwon-heads
south-western,3213-batesford
melbourne-vic,3058-coburg-north
melbourne-vic,3911-baxter
south-eastern-vic,3981-bayles
melbourne-vic,3153-bayswater
melbourne-vic,3153-bayswater-north
melbourne-vic,3807-beaconsfield
melbourne-vic,3808-beaconsfield-upper
melbourne-vic,3193-beaumaris
melbourne-vic,3135-ringwood-east
south-eastern-vic,3139-beenak
melbourne-vic,3160-belgrave
melbourne-vic,3160-belgrave-heights
melbourne-vic,3160-belgrave-south
melbourne-vic,3215-bell-park
melbourne-vic,3215-bell-post-hill
south-western,3228-bellbrae
south-western,3081-bellfield
melbourne-vic,3216-belmont
melbourne-vic,3097-bend-of-islands
melbourne-vic,3204-bentleigh
melbourne-vic,3165-bentleigh-east
melbourne-vic,3806-berwick
melbourne-vic,3753-beveridge
melbourne-vic,3918-bittern
melbourne-vic,3193-black-rock
melbourne-vic,3130-blackburn
melbourne-vic,3130-blackburn-north
melbourne-vic,3130-blackburn-south
melbourne-vic,3942-blairgowrie
melbourne-vic,3980-blind-bight
melbourne-vic,3196-bonbeach
melbourne-vic,3939-boneo
melbourne-vic,3155-boronia
melbourne-vic,3977-botanic-ridge
melbourne-vic,3128-box-hill
melbourne-vic,3129-box-hill-north
melbourne-vic,3128-box-hill-south
melbourne-vic,3195-braeside
melbourne-vic,3019-braybrook
melbourne-vic,3219-breakwater
south-western,3227-breamlea
melbourne-vic,3088-briar-hill
melbourne-vic,3186-brighton
melbourne-vic,3187-brighton-east
melbourne-vic,3184-elwood
melbourne-vic,3047-broadmeadows
melbourne-vic,3338-brookfield
melbourne-vic,3012-brooklyn
melbourne-vic,3056-brunswick
melbourne-vic,3057-brunswick-east
melbourne-vic,3055-brunswick-west
northern,3428-bulla
melbourne-vic,3105-bulleen
melbourne-vic,3083-bundoora
melbourne-vic,3121-burnley
melbourne-vic,3023-burnside
melbourne-vic,3023-burnside-heights
melbourne-vic,3125-burwood
melbourne-vic,3151-burwood-east
melbourne-vic,3023-cairnlea
melbourne-vic,3037-calder-park
melbourne-vic,3124-camberwell
melbourne-vic,3126-canterbury
melbourne-vic,3061-campbellfield
melbourne-vic,3977-cannons-creek
melbourne-vic,3939-cape-schanck
melbourne-vic,3925-cape-woolamai
melbourne-vic,3978-cardinia
melbourne-vic,3053-carlton
melbourne-vic,3054-carlton-north
melbourne-vic,3163-carnegie
melbourne-vic,3023-caroline-springs
melbourne-vic,3197-carrum
melbourne-vic,3201-carrum-downs
northern,3777-castella
south-eastern-vic,3981-catani
melbourne-vic,3162-caulfield
melbourne-vic,3145-caulfield-east
melbourne-vic,3161-caulfield-north
melbourne-vic,3162-caulfield-south
south-western,3221-ceres
melbourne-vic,3148-chadstone
melbourne-vic,3141-south-yarra
melbourne-vic,3217-charlemont
melbourne-vic,3196-chelsea
melbourne-vic,3196-chelsea-heights
melbourne-vic,3192-cheltenham
melbourne-vic,3116-chirnside-park
melbourne-vic,3775-christmas-hills
melbourne-vic,3777-chum-creek
melbourne-vic,3169-clarinda
northern,3430-clarkefield
melbourne-vic,3168-clayton
melbourne-vic,3169-clayton-south
melbourne-vic,3782-clematis
melbourne-vic,3068-clifton-hill
melbourne-vic,3222-clifton-springs
melbourne-vic,3978-clyde
melbourne-vic,3978-clyde-north
melbourne-vic,3058-coburg
south-eastern-vic,3781-cockatoo
northern,3340-coimadai
melbourne-vic,3770-coldstream
melbourne-vic,3066-collingwood
melbourne-vic,3227-connewarre
melbourne-vic,3048-coolaroo
melbourne-vic,3214-corio
melbourne-vic,3101-kew
melbourne-vic,3099-cottles-bridge
melbourne-vic,3922-cowes
melbourne-vic,3064-craigieburn
melbourne-vic,3977-cranbourne
melbourne-vic,3977-cranbourne-east
melbourne-vic,3977-cranbourne-north
melbourne-vic,3977-cranbourne-south
melbourne-vic,3977-cranbourne-west
melbourne-vic,3121-cremorne
melbourne-vic,3919-crib-point
melbourne-vic,3136-croydon
melbourne-vic,3136-croydon-hills
melbourne-vic,3136-croydon-north
melbourne-vic,3136-croydon-south
melbourne-vic,3222-curlewis
melbourne-vic,3047-dallas
melbourne-vic,3981-dalmore
south-eastern-vic,3992-dalyston
melbourne-vic,3175-dandenong
melbourne-vic,3175-dandenong-north
melbourne-vic,3175-dandenong-south
melbourne-vic,3340-darley
melbourne-vic,3145-malvern-east
south-western,3216-waurn-ponds
melbourne-vic,3103-deepdene
melbourne-vic,3023-deer-park
melbourne-vic,3037-delahey
melbourne-vic,3030-derrimut
melbourne-vic,3977-devon-meadows
melbourne-vic,3089-diamond-creek
northern,3427-diggers-rest
melbourne-vic,3172-dingley-village
melbourne-vic,3775-dixons-creek
melbourne-vic,3008-docklands
melbourne-vic,3108-doncaster
melbourne-vic,3109-doncaster-east
melbourne-vic,3751-donnybrook
melbourne-vic,3111-donvale
melbourne-vic,3754-doreen
melbourne-vic,3177-doveton
melbourne-vic,3936-dromana
melbourne-vic,3215-drumcondra
melbourne-vic,3222-drysdale
melbourne-vic,3084-eaglemont
melbourne-vic,3219-east-geelong
melbourne-vic,3002-east-melbourne
south-eastern-vic,3799-east-warburton
melbourne-vic,3757-eden-park
melbourne-vic,3196-edithvale
melbourne-vic,3185-elsternwick
melbourne-vic,3095-eltham
melbourne-vic,3095-eltham-north
melbourne-vic,3782-emerald
melbourne-vic,3802-endeavour-hills
melbourne-vic,3076-epping
melbourne-vic,3040-essendon
melbourne-vic,3041-essendon-fields
melbourne-vic,3041-essendon-north
melbourne-vic,3040-essendon-west
melbourne-vic,3177-eumemmerring
melbourne-vic,3338-exford
melbourne-vic,3338-eynesbury
melbourne-vic,3078-fairfield
melbourne-vic,3060-fawkner
melbourne-vic,3156-ferntree-gully
melbourne-vic,3786-ferny-creek
melbourne-vic,3939-fingal
melbourne-vic,3065-fitzroy
melbourne-vic,3068-fitzroy-north
melbourne-vic,3031-flemington
melbourne-vic,3011-footscray
melbourne-vic,3131-forest-hill
melbourne-vic,3805-narre-warren
melbourne-vic,3199-frankston
melbourne-vic,3199-frankston-south
melbourne-vic,3200-frankston-north
melbourne-vic,3217-freshwater-creek
south-western,3218-fyansford
south-western,3207-port-melbourne
melbourne-vic,3185-gardenvale
melbourne-vic,3220-geelong
melbourne-vic,3218-geelong-west
south-eastern-vic,3240-gherang
south-western,3072-preston
melbourne-vic,3437-gisborne-south
northern,3043-gladstone-park
melbourne-vic,3146-glen-iris
melbourne-vic,3020-sunshine-west
melbourne-vic,3163-glen-huntly
melbourne-vic,3046-glenroy
melbourne-vic,3150-glen-waverley
south-western,3043-gowanbrae
melbourne-vic,3088-greensborough
melbourne-vic,3059-greenvale
melbourne-vic,3216-grovedale
south-western,3770-gruyere
melbourne-vic,3807-guys-hill
melbourne-vic,3046-hadfield
melbourne-vic,3803-hallam
melbourne-vic,3215-hamlyn-heights
melbourne-vic,3188-hampton-east
melbourne-vic,3188-hampton
melbourne-vic,3976-hampton-park
melbourne-vic,3806-harkaway
melbourne-vic,3915-hastings
melbourne-vic,3777-healesville
melbourne-vic,3202-heatherton
melbourne-vic,3135-heathmont
melbourne-vic,3134-ringwood
melbourne-vic,3084-heidelberg
melbourne-vic,3081-heidelberg-heights
melbourne-vic,3081-heidelberg-west
melbourne-vic,3218-herne-hill
northern,3756-wallan
melbourne-vic,3190-highett
south-western,3216-highton
south-eastern-vic,3037-hillside
melbourne-vic,3139-hoddles-creek
melbourne-vic,3340-hopetoun-park
melbourne-vic,3029-hoppers-crossing
melbourne-vic,3051-north-melbourne
melbourne-vic,3166-hughesdale
melbourne-vic,3166-huntingdale
melbourne-vic,3099-hurstbridge
melbourne-vic,3079-ivanhoe
melbourne-vic,3079-ivanhoe-east
melbourne-vic,3047-jacana
south-western,3228-jan-juc
melbourne-vic,3977-junction-village
melbourne-vic,3064-kalkallo
melbourne-vic,3792-kallista
melbourne-vic,3766-kalorama
melbourne-vic,3097-kangaroo-ground
melbourne-vic,3021-kealba
melbourne-vic,3036-keilor
melbourne-vic,3038-keilor-downs
melbourne-vic,3033-keilor-east
melbourne-vic,3038-keilor-lodge
melbourne-vic,3036-keilor-north
melbourne-vic,3042-keilor-park
melbourne-vic,3031-kensington
melbourne-vic,3073-reservoir
melbourne-vic,3102-kew-east
melbourne-vic,3173-keysborough
south-eastern-vic,3995-kilcunda
melbourne-vic,3137-kilsyth
melbourne-vic,3137-kilsyth-south
melbourne-vic,3021-kings-park
melbourne-vic,3083-kingsbury
melbourne-vic,3012-kingsville
melbourne-vic,3152-wantirna-south
melbourne-vic,3180-knoxfield
melbourne-vic,3981-koo-wee-rup
melbourne-vic,3144-kooyong
melbourne-vic,3337-kurunjang
melbourne-vic,3075-lalor
melbourne-vic,3910-langwarrin
melbourne-vic,3911-langwarrin-south
northern,3555-kangaroo-flat
melbourne-vic,3212-lara
melbourne-vic,3139-launching-place
melbourne-vic,3028-laverton
melbourne-vic,3026-laverton-north
melbourne-vic,3027-williams-landing
melbourne-vic,3224-leopold
melbourne-vic,3140-lilydale
melbourne-vic,3211-little-river
melbourne-vic,3551-lockwood
melbourne-vic,3340-long-forest
melbourne-vic,3213-lovely-banks
melbourne-vic,3093-lower-plenty
melbourne-vic,3975-lynbrook
melbourne-vic,3975-lyndhurst
melbourne-vic,3156-lysterfield
melbourne-vic,3156-lysterfield-south
melbourne-vic,3782-macclesfield
melbourne-vic,3085-macleod
melbourne-vic,3340-maddingley
melbourne-vic,3012-maidstone
melbourne-vic,3928-main-ridge
melbourne-vic,3144-malvern
melbourne-vic,3024-mambourin
melbourne-vic,3218-manifold-heights
melbourne-vic,3222-mannerim
melbourne-vic,3222-marcus-hill
melbourne-vic,3032-maribyrnong
melbourne-vic,3216-marshall
melbourne-vic,3938-mccrae
melbourne-vic,3204-mckinnon
melbourne-vic,3048-meadow-heights
melbourne-vic,3004-melbourne
melbourne-vic,3045-melbourne-airport
melbourne-vic,3337-melton
melbourne-vic,3338-melton-south
melbourne-vic,3337-melton-west
melbourne-vic,3194-mentone
melbourne-vic,3159-menzies-creek
melbourne-vic,3754-mernda
melbourne-vic,3916-merricks
melbourne-vic,3926-merricks-beach
melbourne-vic,3926-merricks-north
melbourne-vic,3340-merrimu
melbourne-vic,3064-mickleham
melbourne-vic,3206-middle-park
northern,3496-red-cliffs
melbourne-vic,3082-mill-park
melbourne-vic,3132-mitcham
south-western,3240-modewarre
melbourne-vic,3793-monbulk
melbourne-vic,3127-mont-albert
melbourne-vic,3129-mont-albert-north
melbourne-vic,3094-montmorency
melbourne-vic,3765-montrose
melbourne-vic,3224-moolap
melbourne-vic,3039-moonee-ponds
melbourne-vic,3189-moorabbin
melbourne-vic,3194-moorabbin-airport
melbourne-vic,3213-moorabool
melbourne-vic,3933-moorooduc
melbourne-vic,3138-mooroolbark
melbourne-vic,3752-south-morang
melbourne-vic,3195-mordialloc
south-western,3240-moriac
melbourne-vic,3931-mornington
melbourne-vic,3024-mount-cottrell
south-western,3217-mount-duneed
melbourne-vic,3930-mount-eliza
melbourne-vic,3796-mount-evelyn
melbourne-vic,3934-mount-martha
south-western,3240-mount-moriac
melbourne-vic,3777-mount-toolebewong
melbourne-vic,3149-mount-waverley
melbourne-vic,3170-mulgrave
south-western,3218-murgheboluc
melbourne-vic,3163-murrumbeena
melbourne-vic,3341-myrniong
melbourne-vic,3804-narre-warren-east
melbourne-vic,3804-narre-warren-north
melbourne-vic,3805-narre-warren-south
melbourne-vic,3219-newcomb
melbourne-vic,3925-newhaven
melbourne-vic,3015-newport
melbourne-vic,3042-niddrie
melbourne-vic,3174-noble-park
melbourne-vic,3174-noble-park-north
melbourne-vic,3214-norlane
melbourne-vic,3215-north-geelong
melbourne-vic,3214-north-shore
melbourne-vic,3113-north-warrandyte
south-eastern-vic,3995-north-wonthaggi
melbourne-vic,3070-northcote
melbourne-vic,3168-notting-hill
melbourne-vic,3131-nunawading
melbourne-vic,3099-nutfield
melbourne-vic,3046-oak-park
melbourne-vic,3063-oaklands-junction
melbourne-vic,3166-oakleigh
melbourne-vic,3166-oakleigh-east
melbourne-vic,3167-oakleigh-south
melbourne-vic,3226-ocean-grove
melbourne-vic,3809-officer
melbourne-vic,3809-officer-south
melbourne-vic,3788-olinda
melbourne-vic,3204-ormond
melbourne-vic,3810-pakenham
south-eastern-vic,3810-pakenham-south
south-eastern-vic,3810-pakenham-upper
melbourne-vic,3759-panton-hill
south-western,3240-paraparap
melbourne-vic,3114-park-orchards
melbourne-vic,3195-parkdale
melbourne-vic,3052-parkville
melbourne-vic,3340-parwan
melbourne-vic,3044-pascoe-vale
melbourne-vic,3044-pascoe-vale-south
melbourne-vic,3197-patterson-lakes
melbourne-vic,3912-pearcedale
northern,pheasant-creek-vic
melbourne-vic,3090-plenty
melbourne-vic,3335-plumpton
melbourne-vic,3030-point-cook
melbourne-vic,3225-point-lonsdale
melbourne-vic,3212-point-wilson
melbourne-vic,3944-portsea
melbourne-vic,3181-prahran
melbourne-vic,3054-princes-hill
melbourne-vic,3030-quandong
melbourne-vic,3225-queenscliff
melbourne-vic,3023-ravenhall
melbourne-vic,3937-red-hill
melbourne-vic,3937-red-hill-south
melbourne-vic,3095-research
melbourne-vic,3923-rhyll
melbourne-vic,3121-richmond
melbourne-vic,3134-ringwood-north
melbourne-vic,3215-rippleside
melbourne-vic,3185-ripponlea
melbourne-vic,3335-rockbank
melbourne-vic,3084-rosanna
melbourne-vic,3939-rosebud
melbourne-vic,3940-rosebud-west
melbourne-vic,3340-rowsley
melbourne-vic,rowville
melbourne-vic,3064-roxburgh-park
melbourne-vic,3941-rye
melbourne-vic,3936-safety-beach
melbourne-vic,3088-st-helena
melbourne-vic,3925-san-remo
melbourne-vic,3977-sandhurst
melbourne-vic,3171-springvale
melbourne-vic,3191-sandringham
melbourne-vic,3787-sassafras
melbourne-vic,3179-scoresby
melbourne-vic,3028-seabrook
melbourne-vic,3198-seaford
melbourne-vic,3018-seaholme
melbourne-vic,3011-seddon
melbourne-vic,3159-selby
melbourne-vic,3139-seville
melbourne-vic,3139-seville-east
melbourne-vic,3789-sherbrooke
melbourne-vic,3795-silvan
melbourne-vic,3922-silverleaves
melbourne-vic,3977-skye
melbourne-vic,3922-smiths-beach
melbourne-vic,3760-smiths-gully
melbourne-vic,3927-somers
melbourne-vic,3062-somerton
melbourne-vic,3912-somerville
melbourne-vic,3943-sorrento
melbourne-vic,3220-south-geelong
melbourne-vic,3015-south-kingsville
melbourne-vic,3205-south-melbourne
melbourne-vic,3006-south-wharf
melbourne-vic,3006-southbank
melbourne-vic,3015-spotswood
melbourne-vic,3172-springvale-south
melbourne-vic,3021-st-albans
melbourne-vic,3219-st-albans-park
melbourne-vic,3761-st-andrews
melbourne-vic,3941-st-andrews-beach
melbourne-vic,3182-st-kilda
melbourne-vic,3183-st-kilda-east
melbourne-vic,3182-st-kilda-west
melbourne-vic,3775-steels-creek
south-western,3218-stonehaven
melbourne-vic,3041-strathmore
melbourne-vic,3041-strathmore-heights
melbourne-vic,3922-summerlands
northern,3429-sunbury
melbourne-vic,3922-sunderland-bay
melbourne-vic,3922-sunset-strip
melbourne-vic,3020-sunshine
melbourne-vic,3020-sunshine-north
melbourne-vic,3922-surf-beach
melbourne-vic,3127-surrey-hills
melbourne-vic,3037-sydenham
melbourne-vic,3029-tarneit
melbourne-vic,3775-tarrawarra
melbourne-vic,3037-taylors-hill
melbourne-vic,3038-taylors-lakes
melbourne-vic,3160-tecoma
melbourne-vic,3106-templestowe
melbourne-vic,3107-templestowe-lower
melbourne-vic,3154-the-basin
melbourne-vic,3792-the-patch
melbourne-vic,3074-thomastown
south-eastern-vic,3219-thomson
melbourne-vic,3071-thornbury
northern,3777-toolangi
northern,3337-toolern-vale
melbourne-vic,3980-tooradin
melbourne-vic,3142-toorak
melbourne-vic,3941-tootgarook
south-western,3228-torquay
melbourne-vic,3012-tottenham
melbourne-vic,3032-travancore
melbourne-vic,3785-tremont
melbourne-vic,3029-truganina
melbourne-vic,3915-tuerong
melbourne-vic,3043-tullamarine
melbourne-vic,3913-tyabb
melbourne-vic,3156-upper-ferntree-gully
melbourne-vic,3158-upwey
melbourne-vic,3922-ventnor
melbourne-vic,3133-vermont
melbourne-vic,3133-vermont-south
melbourne-vic,3222-wallington
south-western,3216-wandana-heights
melbourne-vic,3139-wandin-east
melbourne-vic,3139-wandin-north
melbourne-vic,3152-wantirna
south-eastern-vic,3799-warburton
melbourne-vic,3977-warneet
melbourne-vic,3113-warrandyte
melbourne-vic,3134-warrandyte-south
melbourne-vic,3134-warranwood
melbourne-vic,3195-waterways
melbourne-vic,3087-watsonia
melbourne-vic,3087-watsonia-north
melbourne-vic,3097-watsons-creek
melbourne-vic,3096-wattle-glen
melbourne-vic,3030-werribee
melbourne-vic,3030-werribee-south
melbourne-vic,3799-wesburn
melbourne-vic,3012-west-footscray
melbourne-vic,3003-west-melbourne
melbourne-vic,3049-westmeadows
melbourne-vic,3150-wheelers-hill
melbourne-vic,3219-whittington
northern,3429-wildwood
melbourne-vic,3016-williamstown
melbourne-vic,3016-williamstown-north
melbourne-vic,3922-wimbledon-heights
melbourne-vic,3181-windsor
northern,3690-wodonga
melbourne-vic,3750-wollert
melbourne-vic,3115-wonga-park
melbourne-vic,3751-woodstock
melbourne-vic,3139-woori-yallock
melbourne-vic,3024-wyndham-vale
melbourne-vic,3085-yallambie
northern,3755-yan-yean
melbourne-vic,3775-yarra-glen
melbourne-vic,3091-yarrambat
melbourne-vic,3013-yarraville
melbourne-vic,3139-yellingbo
melbourne-vic,3770-yering
melbourne-vic,3063-yuroke
perth-wa,6064-alexander-heights
perth-wa,6154-alfred-cove
perth-wa,6153-applecross
perth-wa,6153-ardross
south-western-wa,6112-armadale
perth-wa,6104-ascot
south-western-wa,6065-ashby
perth-wa,6111-ashendon
perth-wa,6054-ashfield
perth-wa,6156-attadale
south-western-wa,6164-atwell
south-western-wa,6164-aubin-grove
perth-wa,6069-aveley
perth-wa,6021-balcatta
perth-wa,6061-balga
perth-wa,6066-ballajura
south-western-wa,6164-banjup
south-western-wa,6056-baskerville
perth-wa,6054-bassendean
perth-wa,6150-bateman
perth-wa,6053-bayswater
perth-wa,6162-beaconsfield
perth-wa,6107-beckenham
perth-wa,6052-bedford
perth-wa,6063-beechboro
south-western-wa,6164-beeliar
perth-wa,6027-beldon
south-western-wa,6069-belhus
perth-wa,6104-belmont
perth-wa,6063-bennett-springs
perth-wa,6102-bentley
perth-wa,6163-bibra-lake
perth-wa,6157-bicton
perth-wa,booragoon
perth-wa,6055-brabham
perth-wa,6153-brentwood
perth-wa,6009-nedlands
south-western-wa,6112-brookdale
perth-wa,6149-bull-creek
perth-wa,6100-burswood
perth-wa,6111-camillo
perth-wa,6155-canning-vale
perth-wa,6107-cannington
perth-wa,6020-carine
perth-wa,6101-carlisle
perth-wa,6055-caversham
perth-wa,6111-champion-lakes
perth-wa,6018-churchlands
perth-wa,6015-city-beach
perth-wa,6000-perth
perth-wa,6010-claremont
perth-wa,6010-mount-claremont
perth-wa,6105-cloverdale
perth-wa,6164-cockburn-central
perth-wa,6152-como
south-western-wa,6027-connolly
perth-wa,6166-coogee
perth-wa,6163-coolbellup
perth-wa,6050-coolbinia
perth-wa,6011-cottesloe
perth-wa,6025-craigie
perth-wa,6009-crawley
perth-wa,6067-cullacabardee
